Time,DER_671_b_35_Watts,DER_671_b_35_Vars,DER_671_b_35_loc
1672555470,3126.0,0.0,tlx_671_b_h_35
1672555475,3633.0,0.0,tlx_671_b_h_35
1672555480,3217.0,0.0,tlx_671_b_h_35
1672555485,3413.0,0.0,tlx_671_b_h_35
1672555490,3751.0,0.0,tlx_671_b_h_35
1672555495,3057.0,0.0,tlx_671_b_h_35
1672555500,4221.0,0.0,tlx_671_b_h_35
1672555505,4957.0,0.0,tlx_671_b_h_35
1672555510,4060.0,0.0,tlx_671_b_h_35
1672555515,4126.0,0.0,tlx_671_b_h_35
1672555520,3038.0,0.0,tlx_671_b_h_35
1672555525,4333.0,0.0,tlx_671_b_h_35
1672555530,3548.0,0.0,tlx_671_b_h_35
1672555535,4958.0,0.0,tlx_671_b_h_35
1672555540,4296.0,0.0,tlx_671_b_h_35
1672555545,4326.0,0.0,tlx_671_b_h_35
1672555550,3374.0,0.0,tlx_671_b_h_35
1672555555,4563.0,0.0,tlx_671_b_h_35
1672555560,4632.0,0.0,tlx_671_b_h_35
1672555565,4402.0,0.0,tlx_671_b_h_35
1672555570,4411.0,0.0,tlx_671_b_h_35
1672555575,4003.0,0.0,tlx_671_b_h_35
1672555580,3580.0,0.0,tlx_671_b_h_35
1672555585,3634.0,0.0,tlx_671_b_h_35
1672555590,4593.0,0.0,tlx_671_b_h_35
1672555595,4933.0,0.0,tlx_671_b_h_35
1672555600,3710.0,0.0,tlx_671_b_h_35
1672555605,4751.0,0.0,tlx_671_b_h_35
1672555610,3377.0,0.0,tlx_671_b_h_35
1672555615,3897.0,0.0,tlx_671_b_h_35
1672555620,3801.0,0.0,tlx_671_b_h_35
1672555625,3009.0,0.0,tlx_671_b_h_35
1672555630,4068.0,0.0,tlx_671_b_h_35
1672555635,4701.0,0.0,tlx_671_b_h_35
1672555640,3134.0,0.0,tlx_671_b_h_35
1672555645,3500.0,0.0,tlx_671_b_h_35
1672555650,4697.0,0.0,tlx_671_b_h_35
1672555655,3110.0,0.0,tlx_671_b_h_35
1672555660,4628.0,0.0,tlx_671_b_h_35
1672555665,4653.0,0.0,tlx_671_b_h_35
1672555670,3482.0,0.0,tlx_671_b_h_35
1672555675,3974.0,0.0,tlx_671_b_h_35
1672555680,3082.0,0.0,tlx_671_b_h_35
1672555685,3811.0,0.0,tlx_671_b_h_35
1672555690,4807.0,0.0,tlx_671_b_h_35
1672555695,4485.0,0.0,tlx_671_b_h_35
1672555700,4823.0,0.0,tlx_671_b_h_35
1672555705,3304.0,0.0,tlx_671_b_h_35
1672555710,4628.0,0.0,tlx_671_b_h_35
1672555715,4250.0,0.0,tlx_671_b_h_35
1672555720,3760.0,0.0,tlx_671_b_h_35
1672555725,3944.0,0.0,tlx_671_b_h_35
1672555730,3123.0,0.0,tlx_671_b_h_35
1672555735,4542.0,0.0,tlx_671_b_h_35
1672555740,4041.0,0.0,tlx_671_b_h_35
1672555745,3652.0,0.0,tlx_671_b_h_35
1672555750,3887.0,0.0,tlx_671_b_h_35
1672555755,3978.0,0.0,tlx_671_b_h_35
1672555760,4421.0,0.0,tlx_671_b_h_35
1672555765,3101.0,0.0,tlx_671_b_h_35
1672555770,4100.0,0.0,tlx_671_b_h_35
1672555775,3419.0,0.0,tlx_671_b_h_35
1672555780,4019.0,0.0,tlx_671_b_h_35
1672555785,3577.0,0.0,tlx_671_b_h_35
1672555790,4221.0,0.0,tlx_671_b_h_35
1672555795,4993.0,0.0,tlx_671_b_h_35
1672555800,3543.0,0.0,tlx_671_b_h_35
1672555805,3085.0,0.0,tlx_671_b_h_35
1672555810,4190.0,0.0,tlx_671_b_h_35
1672555815,4401.0,0.0,tlx_671_b_h_35
1672555820,4046.0,0.0,tlx_671_b_h_35
1672555825,3368.0,0.0,tlx_671_b_h_35
1672555830,4361.0,0.0,tlx_671_b_h_35
1672555835,4567.0,0.0,tlx_671_b_h_35
1672555840,4659.0,0.0,tlx_671_b_h_35
1672555845,4355.0,0.0,tlx_671_b_h_35
1672555850,3047.0,0.0,tlx_671_b_h_35
1672555855,4430.0,0.0,tlx_671_b_h_35
1672555860,3773.0,0.0,tlx_671_b_h_35
1672555865,4428.0,0.0,tlx_671_b_h_35
1672555870,4112.0,0.0,tlx_671_b_h_35
1672555875,3004.0,0.0,tlx_671_b_h_35
1672555880,4782.0,0.0,tlx_671_b_h_35
1672555885,4616.0,0.0,tlx_671_b_h_35
1672555890,3914.0,0.0,tlx_671_b_h_35
1672555895,4909.0,0.0,tlx_671_b_h_35
1672555900,3906.0,0.0,tlx_671_b_h_35
1672555905,4499.0,0.0,tlx_671_b_h_35
1672555910,3878.0,0.0,tlx_671_b_h_35
1672555915,4195.0,0.0,tlx_671_b_h_35
1672555920,4930.0,0.0,tlx_671_b_h_35
1672555925,3366.0,0.0,tlx_671_b_h_35
1672555930,4813.0,0.0,tlx_671_b_h_35
1672555935,4619.0,0.0,tlx_671_b_h_35
1672555940,3082.0,0.0,tlx_671_b_h_35
1672555945,3579.0,0.0,tlx_671_b_h_35
1672555950,3570.0,0.0,tlx_671_b_h_35
1672555955,4940.0,0.0,tlx_671_b_h_35
1672555960,4140.0,0.0,tlx_671_b_h_35
1672555965,4310.0,0.0,tlx_671_b_h_35
1672555970,3172.0,0.0,tlx_671_b_h_35
1672555975,3015.0,0.0,tlx_671_b_h_35
1672555980,4946.0,0.0,tlx_671_b_h_35
1672555985,3844.0,0.0,tlx_671_b_h_35
1672555990,4601.0,0.0,tlx_671_b_h_35
1672555995,3675.0,0.0,tlx_671_b_h_35
1672556000,3827.0,0.0,tlx_671_b_h_35
1672556005,3041.0,0.0,tlx_671_b_h_35
1672556010,3990.0,0.0,tlx_671_b_h_35
1672556015,3290.0,0.0,tlx_671_b_h_35
1672556020,3576.0,0.0,tlx_671_b_h_35
1672556025,3932.0,0.0,tlx_671_b_h_35
1672556030,3254.0,0.0,tlx_671_b_h_35
1672556035,4103.0,0.0,tlx_671_b_h_35
1672556040,3504.0,0.0,tlx_671_b_h_35
1672556045,4164.0,0.0,tlx_671_b_h_35
1672556050,4943.0,0.0,tlx_671_b_h_35
1672556055,4492.0,0.0,tlx_671_b_h_35
1672556060,4193.0,0.0,tlx_671_b_h_35
1672556065,3842.0,0.0,tlx_671_b_h_35
1672556070,3736.0,0.0,tlx_671_b_h_35
1672556075,4061.0,0.0,tlx_671_b_h_35
1672556080,4016.0,0.0,tlx_671_b_h_35
1672556085,4302.0,0.0,tlx_671_b_h_35
1672556090,3914.0,0.0,tlx_671_b_h_35
1672556095,4277.0,0.0,tlx_671_b_h_35
1672556100,3814.0,0.0,tlx_671_b_h_35
1672556105,3969.0,0.0,tlx_671_b_h_35
1672556110,3707.0,0.0,tlx_671_b_h_35
1672556115,4613.0,0.0,tlx_671_b_h_35
1672556120,4344.0,0.0,tlx_671_b_h_35
1672556125,3125.0,0.0,tlx_671_b_h_35
1672556130,4151.0,0.0,tlx_671_b_h_35
1672556135,3829.0,0.0,tlx_671_b_h_35
1672556140,3664.0,0.0,tlx_671_b_h_35
1672556145,3668.0,0.0,tlx_671_b_h_35
1672556150,4437.0,0.0,tlx_671_b_h_35
1672556155,4139.0,0.0,tlx_671_b_h_35
1672556160,3761.0,0.0,tlx_671_b_h_35
1672556165,4211.0,0.0,tlx_671_b_h_35
1672556170,3614.0,0.0,tlx_671_b_h_35
1672556175,4138.0,0.0,tlx_671_b_h_35
1672556180,4424.0,0.0,tlx_671_b_h_35
1672556185,3138.0,0.0,tlx_671_b_h_35
1672556190,3816.0,0.0,tlx_671_b_h_35
1672556195,3907.0,0.0,tlx_671_b_h_35
1672556200,4547.0,0.0,tlx_671_b_h_35
1672556205,4618.0,0.0,tlx_671_b_h_35
1672556210,4164.0,0.0,tlx_671_b_h_35
1672556215,3047.0,0.0,tlx_671_b_h_35
1672556220,3496.0,0.0,tlx_671_b_h_35
1672556225,4035.0,0.0,tlx_671_b_h_35
1672556230,4000.0,0.0,tlx_671_b_h_35
1672556235,3268.0,0.0,tlx_671_b_h_35
1672556240,4470.0,0.0,tlx_671_b_h_35
1672556245,4520.0,0.0,tlx_671_b_h_35
1672556250,3988.0,0.0,tlx_671_b_h_35
1672556255,3606.0,0.0,tlx_671_b_h_35
1672556260,4762.0,0.0,tlx_671_b_h_35
1672556265,3278.0,0.0,tlx_671_b_h_35
1672556270,4060.0,0.0,tlx_671_b_h_35
1672556275,4231.0,0.0,tlx_671_b_h_35
1672556280,4065.0,0.0,tlx_671_b_h_35
1672556285,4917.0,0.0,tlx_671_b_h_35
1672556290,3274.0,0.0,tlx_671_b_h_35
1672556295,4776.0,0.0,tlx_671_b_h_35
1672556300,3089.0,0.0,tlx_671_b_h_35
1672556305,4408.0,0.0,tlx_671_b_h_35
1672556310,4507.0,0.0,tlx_671_b_h_35
1672556315,3358.0,0.0,tlx_671_b_h_35
1672556320,4579.0,0.0,tlx_671_b_h_35
1672556325,4192.0,0.0,tlx_671_b_h_35
1672556330,4393.0,0.0,tlx_671_b_h_35
1672556335,3145.0,0.0,tlx_671_b_h_35
1672556340,4510.0,0.0,tlx_671_b_h_35
1672556345,4035.0,0.0,tlx_671_b_h_35
1672556350,4151.0,0.0,tlx_671_b_h_35
1672556355,4597.0,0.0,tlx_671_b_h_35
1672556360,3051.0,0.0,tlx_671_b_h_35
1672556365,4234.0,0.0,tlx_671_b_h_35
1672556370,3889.0,0.0,tlx_671_b_h_35
1672556375,3759.0,0.0,tlx_671_b_h_35
1672556380,3264.0,0.0,tlx_671_b_h_35
1672556385,4003.0,0.0,tlx_671_b_h_35
1672556390,4146.0,0.0,tlx_671_b_h_35
1672556395,3391.0,0.0,tlx_671_b_h_35
