Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TRIP_LINE_684_C_H_39, 1.46839E-6,  -121.71, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30933E-8,    58.30, 3.66629E-12,   -82.87, 9.09495E-13,     0.00,          0,     0.00,          0,     0.00, 3.88536E-12,   -69.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_C_H_40, 1.46839E-6,  -121.71, 1.48148E-6,    58.29,          0,     0.00,          0,     0.00, 1.30933E-8,    58.30, 3.66629E-12,   -82.87, 9.09495E-13,     0.00,          0,     0.00,          0,     0.00, 3.88536E-12,   -69.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_684_A_XFMR_684_A_1, 0.00568781,   -62.33,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568781,   -62.33, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_1, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30623E-8,   -62.35, 7.10338E-12,   140.19,          0,     0.00,          0,     0.00,          0,     0.00, 7.10338E-12,   140.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_2, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30562E-8,   -62.35, 3.27923E-12,   146.31, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00, 2.03369E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_3, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30562E-8,   -62.35, 3.27923E-12,   146.31, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00, 2.03369E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_4, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30562E-8,   -62.35, 3.27923E-12,   146.31, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00, 2.03369E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_5, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30562E-8,   -62.35, 3.27923E-12,   146.31, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00, 2.03369E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_6, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30562E-8,   -62.35, 3.27923E-12,   146.31, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00, 2.03369E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_7, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30562E-8,   -62.35, 3.27923E-12,   146.31, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00, 2.03369E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_8, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30562E-8,   -62.35, 3.27923E-12,   146.31, 5.14488E-12,   -45.00,          0,     0.00,          0,     0.00, 2.03369E-12,   -63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_684_A_XFMR_684_A_2, 0.00568781,   -62.33,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568781,   -62.33, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_9, 1.46446E-6,   117.67, 1.47753E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30643E-8,   -62.35, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00, 1.81899E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_10, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30612E-8,   -62.33, 8.38513E-12,  -167.47, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.83769E-12,  -146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_11, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30612E-8,   -62.33, 8.38513E-12,  -167.47, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.83769E-12,  -146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_12, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30612E-8,   -62.33, 8.38513E-12,  -167.47, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.83769E-12,  -146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_13, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30612E-8,   -62.33, 8.38513E-12,  -167.47, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.83769E-12,  -146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_14, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30612E-8,   -62.33, 8.38513E-12,  -167.47, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.83769E-12,  -146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_15, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30612E-8,   -62.33, 8.38513E-12,  -167.47, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.83769E-12,  -146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_16, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30612E-8,   -62.33, 8.38513E-12,  -167.47, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 9.83769E-12,  -146.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_684_A_XFMR_684_A_3, 0.00568781,   -62.33,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568781,   -62.33, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_17, 1.46446E-6,   117.67, 1.47753E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30629E-8,   -62.31, 7.27596E-12,   -90.00, 3.63798E-12,   180.00,          0,     0.00,          0,     0.00, 8.13477E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_18, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_19, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_20, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_21, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_22, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_23, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_24, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_684_A_XFMR_684_A_4, 0.00568781,   -62.33,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568781,   -62.33, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_25, 1.46446E-6,   117.67, 1.47753E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30629E-8,   -62.31, 7.27596E-12,   -90.00, 3.63798E-12,   180.00,          0,     0.00,          0,     0.00, 8.13477E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_26, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_27, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_28, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_29, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_30, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_31, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_32, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_684_A_XFMR_684_A_5, 0.00568781,   -62.33,          0,     0.00,          0,     0.00,          0,     0.00, 0.00568781,   -62.33, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00, 0.00570926,   117.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_33, 1.46446E-6,   117.67, 1.47753E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30629E-8,   -62.31, 7.27596E-12,   -90.00, 3.63798E-12,   180.00,          0,     0.00,          0,     0.00, 8.13477E-12,  -116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_34, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_35, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_36, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_37, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_38, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_39, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_684_A_H_40, 1.46446E-6,   117.67, 1.47752E-6,   -62.33,          0,     0.00,          0,     0.00, 1.30578E-8,   -62.36, 6.62122E-12,   -15.95, 3.63798E-12,   -90.00,          0,     0.00,          0,     0.00, 8.38513E-12,   -40.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_B_XFMR_645_B_1, 0.00555953,   178.92,          0,     0.00,          0,     0.00,          0,     0.00, 0.00555953,   178.92,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_1, 1.43143E-6,    -1.08,  1.4442E-6,   178.92,          0,     0.00,          0,     0.00, 1.27715E-8,   178.93, 8.8296E-12,    34.51, 4.06738E-12,   -26.57,          0,     0.00,          0,     0.00, 1.13687E-11,    16.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_2, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.93, 7.62295E-12,    17.35, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 2.27374E-12,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_3, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.93, 7.62295E-12,    17.35, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 2.27374E-12,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_4, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.93, 7.62295E-12,    17.35, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 2.27374E-12,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_5, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.93, 7.62295E-12,    17.35, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 2.27374E-12,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_6, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.93, 7.62295E-12,    17.35, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 2.27374E-12,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_7, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.93, 7.62295E-12,    17.35, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 2.27374E-12,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_8, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.93, 7.62295E-12,    17.35, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00, 2.27374E-12,    90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_B_XFMR_645_B_2, 0.00555953,   178.92,          0,     0.00,          0,     0.00,          0,     0.00, 0.00555953,   178.92,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_9, 1.43144E-6,    -1.08,  1.4442E-6,   178.92,          0,     0.00,          0,     0.00, 1.27661E-8,   178.92, 4.83403E-12,  -138.81, 4.06738E-12,    26.57,          0,     0.00,          0,     0.00, 1.36424E-12,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_10, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27607E-8,   178.92, 7.33258E-12,     7.13, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_11, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27607E-8,   178.92, 7.33258E-12,     7.13, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_12, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27607E-8,   178.92, 7.33258E-12,     7.13, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_13, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27607E-8,   178.92, 7.33258E-12,     7.13, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_14, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27607E-8,   178.92, 7.33258E-12,     7.13, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_15, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27607E-8,   178.92, 7.33258E-12,     7.13, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_16, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27607E-8,   178.92, 7.33258E-12,     7.13, 7.49989E-12,  -165.96,          0,     0.00,          0,     0.00, 9.09495E-13,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_B_XFMR_645_B_3, 0.00555953,   178.92,          0,     0.00,          0,     0.00,          0,     0.00, 0.00555953,   178.92,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_17, 1.43144E-6,    -1.08,  1.4442E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.92, 3.74994E-12,   165.96, 7.49989E-12,    14.04,          0,     0.00,          0,     0.00, 4.54747E-12,    36.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_18, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_19, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_20, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_21, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_22, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_23, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_24, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.OL_645_B_XFMR_645_B_4, 0.00555953,   178.92,          0,     0.00,          0,     0.00,          0,     0.00, 0.00555953,   178.92,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,  0.0055805,    -1.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_25, 1.43144E-6,    -1.08,  1.4442E-6,   178.92,          0,     0.00,          0,     0.00,  1.2757E-8,   178.92, 3.74994E-12,   165.96, 7.49989E-12,    14.04,          0,     0.00,          0,     0.00, 4.54747E-12,    36.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_26, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TRIP_LINE_645_B_H_27, 1.43143E-6,    -1.08, 1.44419E-6,   178.92,          0,     0.00,          0,     0.00, 1.27534E-8,   178.92, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00, 5.14488E-12,    45.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
